SYMBOL,INDUSTRY,3D,5D,10D,15D,20D,50D,100D,150D
THOMASCOOK,"Tour, Travel Related Services",6.62,10.27,15.53,4.11,-5.84,1.64,22.15,-5.15
THYROCARE,Healthcare Service Provider,-4.28,-2.63,-0.46,3.05,11.16,35.79,82.29,46.54
TI,Breweries & Distilleries,-5.45,-3.61,-0.06,-2.41,2.76,41.68,93.28,17.1
TIIL,Iron & Steel Products,4.11,5.2,-12.1,-14.85,-14.72,-6.61,4.55,0.74
TIINDIA,Auto Components & Equipments,1.51,1.31,4.63,8.48,4.92,2.31,8.5,-13.2
TIMETECHNO,Plastic Products - Industrial,6.23,8.1,8.28,2.09,3.72,9.82,19.78,11.23
TIMKEN,Abrasives & Bearings,4.52,4.47,2.04,-12.14,-15.68,-12.66,6.87,1.52
TINNARUBR,Rubber,2.7,0.26,-8.35,-8.57,-9.95,-12.94,,
TIPSFILMS,"Film Production, Distribution & Exhibition",-1.1,-5.22,-3.96,-5.89,-13.24,-22.44,-27.59,
TIPSMUSIC,Media & Entertainment,-0.5,0.53,-0.33,-2.12,-5.45,-14.3,-11.39,-14.52
TIRUMALCHM,Commodity Chemicals,0.16,-0.37,-0.16,-4.78,-5.48,0.19,16.55,-11.39
TIRUPATIFL,Unknown,19.9,15.24,,,,,,
TITAGARH,Railway Wagons,3.94,5.11,1.52,-1.71,-7.24,-8.68,4.17,-21.64
TITAN,"Gems, Jewellery And Watches",1.73,4.31,5.81,7.1,4.17,2.11,17.45,3.71
TMB,Private Sector Bank,-0.14,-1.09,-1.46,-7.54,-7.23,-7.14,-0.2,-5.37
TNIDETF,ETF,3.04,3.25,5.52,2.45,0.08,0.72,9.19,-1.98
TNPL,Paper & Paper Products,-1.32,-0.58,-3.01,-3.13,-8.08,-8.69,19.14,-17.05
TOKYOPLAST,Plastic Products - Consumer,4.46,2.91,7.97,7.2,4.62,-6.66,4.37,6.14
TOLINS,Tyres & Rubber Products,-0.46,-6.59,0.27,-4.43,-11.36,-11.21,-28.75,
TOP100CASE,Unknown,0.66,1.81,2.29,0.85,-0.19,0.09,7.1,6.99
TOP10ADD,Unknown,1.16,1.73,0.85,-0.5,-1.96,-3.31,1.86,3.5
TOP15IETF,ETF,0.39,2.18,2.08,1.98,-0.29,,,
TORNTPHARM,Pharmaceuticals,-0.12,0.82,3.5,-2.23,2.64,13.78,11.49,9.81
TORNTPOWER,Integrated Power Utilities,-0.75,-5.16,-2.13,-3.34,-4.8,-9.82,-15.57,-8.69
TOTAL,Logistics Solution Provider,1.24,2.6,-8.44,0.36,-3.65,-8.55,-1.51,8.33
TOUCHWOOD,Other Consumer Services,9.07,8.29,8.36,9.2,3.35,18.12,-27.86,
TPLPLASTEH,Packaging,3.02,5.41,4.9,1.52,-0.75,-7.87,-1.59,-19.23
TRACXN,Data Processing Services,-1.03,-0.19,-9.13,-9.99,-12.63,-10.61,-8.28,-29.33
TRANSRAILL,Heavy Electrical Equipment,-1.65,-0.01,-0.35,10.09,10.18,20.12,57.34,16.95
TRANSWORLD,Shipping,4.05,2.89,-1.32,-2.9,-7.16,-11.6,-5.23,-37.29
TRAVELFOOD,Restaurants,11.77,7.32,17.22,13.49,5.24,,,
TREEHOUSE,Education,2.64,17.75,19.47,-18.48,-22.65,-48.32,,
TREJHARA,Computers - Software & Consulting,1.4,-1.16,-5.37,-7.51,-8.6,-12.33,12.17,-20.88
TREL,Logistics Solution Provider,0.36,0.36,-0.3,1.03,-4.6,-4.65,-2.32,-11.32
TRENT,Speciality Retail,-1.2,1.0,1.79,8.11,1.74,-5.61,7.87,-17.66
TRF,Industrial Products,4.02,4.67,-2.17,-3.87,-13.83,-18.43,-15.78,-21.84
TRIDENT,Other Textile Products,1.89,2.0,2.03,-6.68,-7.65,-10.5,11.62,-11.03
TRIGYN,Computers - Software & Consulting,4.43,2.13,-5.32,-2.77,-4.04,-10.15,1.09,-29.02
TRITURBINE,Heavy Electrical Equipment,1.82,3.58,1.16,-12.17,-14.86,-12.49,-7.0,-25.56
TRIVENI,Sugar,4.27,2.0,1.49,-0.58,-7.84,-21.14,-14.55,-18.58
TTKHLTCARE,Diversified,-1.17,0.15,2.22,-8.79,-15.39,-10.27,-7.32,-15.84
TTKPRESTIG,Household Appliances,2.18,3.63,3.27,3.97,3.29,5.59,5.91,-17.58
TVSHLTD,Investment Company,-0.87,3.65,5.24,4.4,-1.8,7.04,35.48,18.63
TVSMOTOR,2/3 Wheelers,1.9,8.67,11.12,17.44,17.07,18.4,34.2,41.03
TVSSCS,Logistics Solution Provider,-0.35,-1.17,7.95,2.1,0.13,-2.74,-5.47,-21.25
TVSSRICHAK,Tyres & Rubber Products,1.91,3.02,1.55,-4.0,-4.45,-1.37,8.0,-13.94
TVTODAY,TV Broadcasting & Software Production,1.36,2.82,2.79,-3.75,-13.92,-15.24,-12.15,-30.48
TVVISION,Unknown,0.58,-0.15,,,,,,
UBL,Breweries & Distilleries,-0.51,-1.41,-1.9,-3.0,-6.15,-8.31,-3.54,-6.45
UCAL,Auto Components & Equipments,0.12,-2.17,-0.63,-5.27,-8.56,-10.61,-30.34,
UCOBANK,Public Sector Bank,2.67,4.24,3.07,-3.05,-5.59,-10.67,-23.44,-30.49
UDAICEMENT,Cement & Cement Products,-0.33,3.84,3.14,1.84,-2.04,20.08,43.68,25.66
UDS,Diversified Commercial Services,-0.98,4.63,-6.82,-12.71,-11.27,-18.17,-12.55,-30.88
UFLEX,Packaging,-4.67,-4.94,-4.44,-6.57,-6.96,-11.88,11.09,7.82
UFO,"Film Production, Distribution & Exhibition",-0.29,2.75,6.73,8.08,4.91,-0.89,2.77,-22.52
UGARSUGAR,Sugar,2.47,3.38,0.89,-7.6,-8.77,-17.54,-11.65,-30.32
UGROCAP,Non Banking Financial Company (NBFC),1.18,0.92,0.92,-1.11,-2.42,-6.44,-4.86,-29.73
UJJIVANSFB,Other Bank,1.65,2.57,1.74,0.41,-6.81,-10.59,21.76,23.47
ULTRACEMCO,Cement & Cement Products,0.82,3.78,5.27,4.91,4.03,12.26,16.46,14.3
UMESLTD,E-Learning,0.0,-2.02,-2.02,0.0,-3.48,0.17,-0.17,-13.11
UMIYA-MRO,Unknown,-0.51,-0.07,0.74,0.95,-0.04,14.55,,
UNICHEMLAB,Pharmaceuticals,-0.98,-1.95,-5.95,-18.72,-21.07,-22.2,-28.43,-28.1
UNIDT,Industrial Products,0.56,0.59,1.6,-2.58,-8.11,1.22,-9.03,-21.7
UNIECOM,Software Products,5.87,10.03,23.23,16.38,13.83,0.24,5.69,-12.98
UNIENTER,Trading - Chemicals,-1.56,-2.82,-3.55,-4.63,-5.96,-1.17,-3.11,1.22
UNIONBANK,Public Sector Bank,0.54,0.62,4.21,4.41,-4.78,-10.66,7.12,26.35
UNIONGOLD,ETF,-0.36,-0.91,-1.36,-0.15,-1.56,2.2,12.11,
UNIPARTS,Auto Components & Equipments,7.57,7.41,21.77,17.39,10.9,4.48,28.05,5.05
UNITDSPR,Breweries & Distilleries,2.26,2.36,2.2,1.61,-0.39,-11.09,-3.99,-15.08
UNITEDTEA,Tea & Coffee,-3.08,1.84,9.1,7.06,5.25,13.66,20.27,-8.97
UNIVASTU,Civil Construction,4.54,3.19,7.32,5.62,0.82,11.38,7.14,
UNIVCABLES,Cables - Electricals,2.27,-1.57,2.61,0.41,-4.04,9.9,45.7,-12.55
UNOMINDA,Auto Components & Equipments,0.84,10.43,13.27,15.03,14.86,11.47,29.3,15.41
UPL,Pesticides & Agrochemicals,3.11,3.83,1.01,-1.31,-2.05,12.05,8.2,30.62
URJA,Other Electrical Equipment,3.91,4.69,3.29,-3.62,-5.98,-13.83,,
USHAMART,Iron & Steel Products,0.37,5.9,2.94,-2.63,-3.4,17.34,8.39,1.77
USK,Civil Construction,-1.17,-4.92,-8.33,-6.32,-7.5,-14.06,-17.72,-40.32
UTIAMC,Asset Management Company,-1.06,3.75,5.3,1.8,-6.32,8.09,26.27,13.78
UTIBANKETF,ETF,0.09,1.07,0.82,-0.4,-2.08,-0.74,8.65,13.56
UTINEXT50,Unknown,0.95,2.11,2.87,1.11,-0.04,-0.5,7.54,4.46
UTINIFTETF,ETF,0.84,1.94,2.33,1.31,-0.14,0.58,6.87,7.64
UTISENSETF,ETF,1.07,1.83,1.81,0.53,-0.89,0.04,6.16,6.43
UTISXN50,Unknown,1.22,2.14,3.02,1.58,-0.01,-0.59,7.94,6.63
UTKARSHBNK,Other Bank,4.18,3.78,6.41,-3.3,-6.75,-13.94,-12.75,-30.9
UTTAMSUGAR,Sugar,9.89,6.71,10.25,0.96,-3.87,-15.65,6.09,6.54
UYFINCORP,Non Banking Financial Company (NBFC),-10.56,-10.26,-24.1,-22.98,-28.85,-25.22,-28.92,-42.3
V2RETAIL,Speciality Retail,-6.72,-1.28,0.93,-13.16,-10.67,,,
VADILALIND,Dairy Products,4.4,1.28,-4.53,-5.12,-11.08,-7.72,-2.48,35.89
VAIBHAVGBL,"Gems, Jewellery And Watches",-0.7,1.23,-0.46,-6.6,-8.92,-15.2,-6.69,-25.79
VAISHALI,Pharmaceuticals,2.62,3.13,-3.39,0.8,-0.4,-0.4,5.47,
VAKRANGEE,IT Enabled Services,5.72,-1.84,-8.48,-10.91,-9.31,-35.88,-70.35,
VAL30IETF,ETF,0.31,0.0,1.17,-0.23,-2.25,-2.03,3.09,7.25
VALIANTLAB,Pharmaceuticals,-2.35,-0.2,-6.18,-4.53,-8.44,-6.33,-12.56,-18.93
VARDHACRLC,Other Textile Products,1.62,2.18,-2.11,-6.41,-10.59,-4.23,8.42,-12.79
VARDMNPOLY,Other Textile Products,8.64,5.87,-3.92,-4.69,-13.8,-24.9,-21.38,
VARROC,Auto Components & Equipments,1.99,7.93,4.3,2.75,-0.6,-0.41,16.61,-9.99
VASCONEQ,"Residential, Commercial Projects",7.19,8.73,5.53,-3.21,-4.34,-2.75,33.2,0.63
VBL,Other Beverages,3.49,1.2,3.62,-0.93,6.05,8.87,-2.61,-14.57
VEDL,Diversified Metals,1.99,1.86,1.44,2.83,-1.92,-4.77,-5.37,1.82
VEEDOL,Lubricants,1.98,0.84,-0.49,-1.32,-1.4,-4.0,13.26,-3.51
VENKEYS,Meat Products including Poultry,5.26,3.87,-1.97,-1.61,-4.87,-10.06,-13.75,-16.06
VENTIVE,Hotels & Resorts,4.59,-1.86,-1.01,-4.22,-8.84,1.98,-0.93,4.4
VENUSPIPES,Iron & Steel Products,-0.9,-1.6,-1.11,-7.13,-16.83,-9.99,-3.89,-16.09
VERANDA,E-Learning,4.22,-0.48,-0.03,0.93,-6.35,12.8,12.06,-3.33
VERTOZ,Advertising & Media Agencies,-4.22,-8.09,-6.81,-8.96,-14.26,489.61,,
VESUVIUS,Electrodes & Refractories,5.24,2.96,-0.1,3.67,-2.28,-10.9,-88.4,-87.83
VETO,Consumer Electronics,2.59,-5.82,-7.32,-10.43,-8.37,-12.16,9.56,
VGUARD,Household Appliances,-0.27,3.97,1.72,-4.37,-8.22,-2.19,4.32,-9.98
VHL,Investment Company,0.47,1.44,-0.91,-3.73,-5.34,-6.74,5.81,-9.03
VIDHIING,Specialty Chemicals,-2.47,-3.74,-5.84,-11.04,-9.86,-12.87,-17.94,-26.43
VIJAYA,Healthcare Service Provider,-3.44,-3.37,-2.82,-6.51,0.45,7.24,-2.47,-16.29
VIKASECO,Specialty Chemicals,4.74,1.38,0.0,-3.49,-5.56,-16.92,-9.43,-30.06
VIKASLIFE,Trading & Distributors,7.37,3.1,2.19,-3.72,-6.8,-12.41,-20.21,-42.04
VIMTALABS,"Healthcare Research, Analytics & Technology",7.23,7.84,14.73,8.53,38.76,-26.93,-34.59,-27.37
VINATIORGA,Specialty Chemicals,-1.74,3.6,-2.31,-8.9,-12.51,-9.88,6.19,-2.85
VINCOFE,Trading & Distributors,6.32,5.98,8.12,2.37,3.93,32.95,63.86,26.53
VINDHYATEL,Telecom - Infrastructure,3.58,1.68,1.54,-2.03,-8.39,-10.72,12.0,-14.91
VINNY,Garments & Apparels,5.6,2.33,-1.49,,,,,
VIPCLOTHNG,Garments & Apparels,0.72,-4.16,-5.72,-4.61,-9.24,-2.99,-3.53,
VIPIND,Plastic Products - Consumer,0.6,5.41,-3.07,-7.66,-7.0,3.45,43.94,-7.71
VIPULLTD,"Residential, Commercial Projects",-0.51,-4.79,-13.19,,,,,
VISHNU,Specialty Chemicals,5.86,3.7,5.62,-10.59,1.62,-10.37,9.45,31.3
VISHWARAJ,Sugar,2.41,0.45,-0.45,-3.87,-5.99,-15.66,-3.56,-38.68
VIVIDHA,Garments & Apparels,9.09,20.0,7.69,5.0,2.44,-5.62,-9.68,-16.83
VLSFINANCE,Investment Company,0.72,-0.81,2.6,-0.04,-3.79,-10.05,6.29,-27.61
VMART,Diversified Retail,-1.85,1.74,-3.83,-6.49,-1.42,-79.53,-74.12,-78.31
VMM,Diversified Retail,2.22,4.2,2.65,8.98,6.61,16.45,45.51,35.43
VOLTAMP,Heavy Electrical Equipment,2.93,2.65,0.06,-7.69,-11.83,-7.24,8.27,-10.99
VOLTAS,Household Appliances,1.0,6.79,3.69,2.0,-0.36,3.84,-5.96,-21.14
VPRPL,Civil Construction,3.12,-4.22,-2.77,-6.39,-10.67,-11.08,-13.5,-44.1
VRAJ,Sponge Iron,4.07,-0.17,-1.04,-6.1,-8.59,-15.56,-9.35,-25.98
VRLLOG,Logistics Solution Provider,-0.14,-49.82,-50.32,-54.2,-55.21,-51.51,-42.36,-44.3
VSSL,Iron & Steel Products,0.16,-0.16,-2.67,-5.45,-4.34,-3.92,21.23,8.97
VSTIND,Cigarettes & Tobacco Products,3.95,2.6,-0.11,-0.23,-1.9,-2.78,3.28,-12.92
VSTL,Iron & Steel Products,2.23,1.34,0.43,-2.16,-9.7,-1.44,-6.57,-25.23
VSTTILLERS,Tractors,0.85,1.7,17.04,14.73,11.17,40.19,44.39,8.76
VTL,Other Textile Products,2.92,5.3,3.22,-8.07,-13.0,-14.39,5.38,-12.55
WAAREEENER,Other Electrical Equipment,7.99,9.57,0.16,2.54,1.08,11.77,32.58,23.96
WAAREERTL,Other Electrical Equipment,1.55,2.22,-0.72,-3.29,-8.34,0.41,,
WABAG,Water Supply & Management,0.46,6.22,7.2,0.09,1.59,2.46,3.38,7.42
WCIL,Logistics Solution Provider,15.64,14.57,15.97,22.38,15.84,22.59,56.71,17.67
WEALTH,Other Financial Services,-2.28,-2.27,0.03,6.08,-0.37,-2.04,,
WEBELSOLAR,Other Electrical Equipment,-0.51,-6.46,6.99,-4.47,-7.7,-3.52,-22.26,
WEIZMANIND,Other Textile Products,1.07,0.88,-3.3,-7.09,-10.38,-11.58,-5.42,-17.62
WEL,Household Appliances,-0.37,0.51,-1.56,-2.31,-7.96,-10.78,-8.84,-2.94
WELCORP,Iron & Steel Products,1.74,0.99,2.55,-4.93,-2.56,-6.25,3.1,15.6
WELENT,Civil Construction,4.24,4.55,1.84,-5.06,-8.15,-12.14,-9.34,-26.31
WELSPUNLIV,Other Textile Products,1.92,4.39,3.06,-10.1,-13.19,-14.4,-14.72,-20.59
WENDT,Abrasives & Bearings,3.35,2.48,5.96,4.28,-2.57,19.4,1.87,-36.96
WESTLIFE,Restaurants,7.85,6.22,2.57,-5.37,-8.58,0.67,-2.8,-11.81
WEWIN,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3.17,-4.25,0.22,6.5,5.96,-13.53,-43.64,
WHEELS,Auto Components & Equipments,5.23,6.06,5.14,-1.06,-7.41,0.18,23.38,10.07
WHIRLPOOL,Household Appliances,1.25,6.03,-0.81,-4.91,-8.95,-2.47,31.0,-22.63
WILLAMAGOR,Investment Company,-1.0,-1.06,-2.6,-2.94,-7.12,-11.58,18.18,-11.51
WINDLAS,Pharmaceuticals,-5.54,-4.33,10.19,1.45,9.01,9.46,4.17,-0.45
WINDMACHIN,Industrial Products,-0.58,0.52,-0.33,-0.38,-7.08,-11.84,0.66,-7.33
WIPL,Plywood Boards/ Laminates,0.18,-2.1,1.4,1.51,-4.53,2.0,-38.98,
WIPRO,Computers - Software & Consulting,1.92,3.42,4.15,-0.12,-4.4,-3.48,-7.23,-14.5
WOCKPHARMA,Pharmaceuticals,-3.02,-2.64,-1.04,-13.23,-14.69,-20.16,-1.09,1.31
WONDERLA,Amusement Parks/ Other Recreation,6.73,11.73,5.95,0.04,-3.78,-4.4,-4.6,-15.82
WORTH,Packaging,-2.99,1.34,-1.08,-2.57,-12.27,-2.06,-0.41,-12.02
WSI,Civil Construction,-1.05,-8.3,12.89,-14.79,-16.37,-30.3,,
WSTCSTPAPR,Paper & Paper Products,1.45,-1.33,-3.54,-6.98,-10.97,-6.52,13.77,-8.76
XCHANGING,Computers - Software & Consulting,3.58,4.27,6.15,-0.66,-3.92,-11.53,-2.83,-19.18
XELPMOC,Software Products,1.29,-1.76,-0.04,0.04,-0.91,-17.26,-27.98,
XPROINDIA,Packaging,-2.1,-2.89,-1.7,-1.54,-9.42,-15.16,-6.68,-27.86
XTGLOBAL,Computers - Software & Consulting,-0.85,-1.04,-14.21,-3.5,-2.55,-6.88,-14.68,-25.64
YASHO,Specialty Chemicals,-0.42,-1.1,-5.24,-12.56,-11.57,-14.68,-4.88,-14.39
YATHARTH,Hospital,0.68,-0.13,1.54,13.94,12.77,34.66,64.17,35.0
YATRA,"Tour, Travel Related Services",7.82,6.46,64.54,59.37,75.88,65.5,102.92,45.65
YESBANK,Private Sector Bank,1.78,3.19,3.74,1.09,-2.36,-6.18,11.47,5.08
YUKEN,"Compressors, Pumps & Diesel Engines",-0.13,-0.06,-2.1,-3.92,-12.87,-7.8,17.41,-11.16
ZAGGLE,IT Enabled Services,-3.57,5.2,8.7,1.68,-3.89,-11.85,8.94,-23.59
ZEEL,TV Broadcasting & Software Production,0.84,0.21,4.26,0.39,-8.95,-11.65,11.12,-11.77
ZEEMEDIA,TV Broadcasting & Software Production,0.4,-1.78,-0.39,-6.43,-8.91,-9.37,-10.71,-39.7
ZENITHEXPO,Leather And Leather Products,10.25,12.08,10.06,9.09,4.21,-14.36,-5.67,
ZENSARTECH,Computers - Software & Consulting,1.42,1.02,3.06,-0.09,-0.83,-4.39,16.07,4.31
ZENTEC,Aerospace & Defense,-0.54,0.01,-0.44,-6.84,-25.18,-27.21,-6.6,-44.01
ZFCVINDIA,Auto Components & Equipments,4.72,7.35,6.56,9.12,8.43,8.25,21.15,27.45
ZIMLAB,Pharmaceuticals,4.02,-2.42,-5.33,-32.78,-37.04,-29.42,-9.68,-27.34
ZODIACLOTH,Garments & Apparels,0.97,-0.33,-1.52,-7.97,-7.95,-11.0,6.67,-18.48
ZOTA,Pharmaceuticals,-5.87,-4.49,7.17,3.59,8.21,30.56,58.44,26.12
ZUARI,Fertilizers,16.16,1.82,4.24,31.42,73.34,67.98,95.07,79.69
ZUARIIND,Sugar,24.35,10.6,8.43,14.91,28.32,21.3,37.12,10.92
ZYDUSLIFE,Pharmaceuticals,-0.07,-0.28,5.69,-0.94,2.48,0.72,6.72,-2.44
ZYDUSWELL,Packaged Foods,-0.34,2.78,2.27,-2.53,-4.11,1.71,19.2,2.6
